recall_number,product_description,reason_for_recall,recalling_firm,classification,status,voluntary_mandated,distribution_pattern,code_info,product_type,city,state,country,recall_initiation_date,center_classification_date,report_date,event_id
F-0857-2020,"WinCo Foods frozen Berry Medley (Strawberries, Blackberries, Raspberries and Blueberries), item# 107412, packaged in polyethylene bags. Product is distributed by WinCo Foods, LLC, Boise, ID 83704.    Net weight 16 oz (1 lb or 454 g).  UPC 70552 30522.  Net weight  32 oz (2 lb or 907 g). UPC 70552 30512.    The label is read in parts: ""***WinCo FOODS*** Berry Medley***strawberries, blackberries, raspberries $ blueberries***KEEP FROZEN***"".",The product was found to be adulterated with Norovirus.,Winco Foods Llc,Class II,Terminated,Voluntary: Firm initiated,"Product was distributed in Arizona, California, Idaho, Montana, Nevada, Oklahoma, Oregon, Washington, Texas, and Utah.",Best By Code DEC/9/21.  Lot 4344905    Lot code breakdown as follows:    4 = IQF FACILITY  344 = JULIAN DATE (DECEMBER 10)  9 = YEAR 2019   05 = LINE # 5,Food,Boise,ID,United States,20200313,20200325,20200401,85219
F-2240-2012,"Dairy Fresh Special  Recipe Mustard Potato Salad, 16 oz.., 0 70163 98105 8","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI,"98105, 8/22/2012",Food,Milwaukee,WI,United States,20120727,20120907,20120919,62707
F-0206-2025,GOOD & GATHER	12/9oz GRDL WFL MINI HSTYLE ORG-GDGTR	UPC	085239343029 H-E-B	12/9oz GRDL WFL MINI HSTYLE ORG-HEBUT	UPC	041220708413 365 ORGANIC	12/9oz GRDL WFL MINI HSTYLE ORG - 365OR	UPC	099482436995 WEGMANS	12/9oz GRDL WFL MINI HSTYLE ORG - WEGMN	UPC	077890481448,potential to be contaminated with Listeria monocytogenes,Treehouse Foods,Class II,Terminated,Voluntary: Firm initiated,Nationwide in USA and Canada,All Batch Codes starting with 2C and within shelf-life. Best By Dates: OCT 01 2024 to OCT 11 2025,Food,Oak Brook,IL,United States,20241017,20241127,20241204,95578
F-1583-2019,"Chocolate Mint Chip Cookie Mix, 27.1 oz glass jar, 6/case",Firm's supplier notified them of potential E.coli contamination in flour they received.,Brand Castle LLC,Class I,Terminated,Voluntary: Firm initiated,"Distributed in Ohio, Alabama, New York, South Carolina, Minnesota, Missouri, Utah, Iowa, Kansas, Nebraska.","Lot# LM101518, Exp 10/15/19",Food,Bedford Heights,OH,United States,20190617,20190722,20190731,83170
F-0921-2021,Lebenswert Anfangsmilch Stage 1 Organic Infant Milk Formula,"The required pre-market notifications for these new  infant formulas have not been submitted to the FDA. Some products contain less than 1 milligram of iron per 100 Calories and may not provide adequate iron for some infants, particularly infants born prematurely or with a low birth weight, had low iron levels at birth, or are at risk for becoming iron deficient due to illness. All products are not labeled as required by 21 CFR 107 .10 and 107.20 and do not bear mandatory labeling statements in English.",Able Groupe Inc,Class I,Terminated,Voluntary: Firm initiated,All sales are direct from firm website - littlebundle.com,All codes,Food,Sparks,NV,United States,20210808,20210901,20210825,88432
F-2768-2015,"Fruit Juice Candy Bonbons de Jus de Fruits, Net Wt 8 oz (227g), UPC Code 6 923648 832113, Manufacturer. Jin Shun FA Food Co., Ltd. 147 community shops Southwest District Luoshan Street Jinjiang of Fujian, Sole Agent of U.S.A.: Fine Land Corp. 376 Vernon Ave, Brooklyn, NY 11206, Sole Agent of Canada: PT Trading Enterprises Ltd. 928 Kingsway, Vancouver, B.C. V5V 3C4.  Product of P.R.C.",The Florida Dept of Agriculture sample tested positive for lead at concentration of 0.226 ppm (ug/g).,Fine Land Corp,Class II,Terminated,Voluntary: Firm initiated,FL & NY via retail stores,MERRYY2011/10,Food,Brooklyn,NY,United States,20150511,20150624,20150701,71288
F-1177-2023,G96378	LOTTA ZING SAUCE MIX    X2	15.00	CASE,Products may contain Salmonella,"Newly Weds Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",MS249538,Food,Chicago,IL,United States,20230526,20230705,20230712,92423
F-0232-2013,#333 Caribbean Fruit Salad	5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination.  All lots with sell by dates on or befo",Spartan Central Kitchen,Class II,Terminated,Voluntary: Firm initiated,MI and OH only.,All products with the sell by date on or before October 2nd.,Food,Grand Rapids,MI,United States,20120910,20121018,20121024,63159
F-0415-2019,Parasite Cleansing Kit Peppermint,"Routine quality testing identified elevated levels of lead above applicable 2232 levels, which may pose potential health risks to a portion of the population.",NUTRANEXT BUSINESS LLC,Class II,Terminated,Voluntary: Firm initiated,US and Foreign Consignees only. No government consignees.,Batch #  SC717  SC678  SC656  SC656  SC634  SC6260  SC573  SC553  SC542  SC535  SC529  SC513  SC504,Food,Sunrise,FL,United States,20181001,20181108,20181114,81215
F-0714-2021,"Banner Smoked Fish Inc. brand Sliced Gravlax (Salmon (fish), Salt, Sugar, Dill, Pepper, Sodium Nitrite)",Product may be contaminated with Listeria monocytogenes.,Banner Smoked Fish Inc.,Class I,Terminated,Voluntary: Firm initiated,"NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.",All lots; all package sizes; all product within expiry,Food,Brooklyn,NY,United States,20210601,20210624,20210630,88032
F-1998-2019,"Breader, Item Number 30753150.49, Net Wt. 50 lb, Distributed by Kerry Ingredients & Flavours, Beloit, WI",Product contains foreign material (nylon string),"Kerry, Inc",Class II,Terminated,Voluntary: Firm initiated,"Distributed to manufacturers and food service distributors in the following US states: AL, AR, CA FL, GA, MO, OH, OK, TX, and WI.","0617987101, 0620987105, 0624987102, 0624987103, 715987105, 718987105, and 0722987135",Food,Beloit,WI,United States,20190729,20190813,20190821,83498
F-1039-2014,"Garden-Fresh,	Seafood Salad Rouille,	1/5 lb.,		0 11596 55187 6,	12/6/2013;","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"IL, IN, MI, MN, MO, OH, PA, WI.","0 11596 55187 6, 12/6/2013;  ;",Food,Milwaukee,WI,United States,20131107,20131218,20131225,66819
F-1938-2013,"MAX Brand RESVERATROL, 120 Count Capsules.    Product labeling reads in part:""MAX RESVERATROL***Dietary Supplement 120 CAPSULES***Manufactured in FDA Approved Facility for:HealthMax Products Inc. Altadena, CA 91001***0 65176 30325 6"".","In response to a FDA inspection, the firm initiated this voluntary recall of various dietary supplements due to the following problems of mislabeling: 1) product named on the label is not actual product contained; 2)ingredients listed are not actual ingredients contained.",Healthmaxx Global Inc.,Class III,Terminated,Voluntary: Firm initiated,"CA, MD, and NY",Lot # A0830  UPC 0 65176 30325 6,Food,Hacienda Heights,CA,United States,20130610,20130924,20131002,65733
F-1985-2017,"Wegmans Milk Chocolate Sucker, NET WT 3 OZ.  The product is shipped within a carton labeled with an orange label as  WEGMANS SWISS RECIPE Milk Chocolate Big Ear Bunny Sucker (3 oz 36 count case).  The individual product contains a lavender label and read Wegmans Milk Chocolate Sucker,  comes in a 3-oz., clear plastic flow wrap 6  long by 2  wide.",Contains Undeclared Peanuts,"Landies Candies, Inc.",Class I,Terminated,Voluntary: Firm initiated,New York region through Wegman's Stores,Lot #35016  Best by 9-15-2017,Food,Buffalo,NY,United States,20170306,20170418,20170426,76657
F-1229-2014,"Stonemill Tabouli Salad, Formula VE.105 packaged in  2/5-lb (UPC 071117114966) carton cases.  Reser's Fine Foods, Inc., Beaverton, OR.",The recalled products are potentially contaminated with Listeria monocytogenes.,"Reser's Fine Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"Distribution was made to AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, VA, WI, WV AND WY.   Distribution was also made to Canada.",Use by dates 10/16/13 - 11/15/13.,Food,Beaverton,OR,United States,20131022,20131224,20140101,66563
F-0095-2020,"Chicken Salad Croissant Sandwich, UPC 2 07275-XXXXX.  Keep Refrigerated.",Chicken Salad sandwiches have the potential to be contaminated with Listeria monocytogenes.,"Coborn's, Inc",Class I,Terminated,Voluntary: Firm initiated,"MN, ND, SD, WI","Use by Dates on or before 0ct 3, 2019",Food,Saint Cloud,MN,United States,20191001,20191030,20191030,83950
F-0554-2016,"Pantry Essentials Hot Dog Buns;  8 buns; NET WT 12 oz 340 g  UPC 0 21130 27084 2;  Distributed for: Lucerne Foods Inc.  Pleasanton, CA 94566    Contains: Wheat  May Contain eggs, milk.",Cloth material that is part of the production equipment may be in the product.,"Albertsons Companies, Inc.",Class II,Terminated,Voluntary: Firm initiated,"CA, HI, NV",Sell by 1/25/16,Food,Pleasanton,CA,United States,20160110,20160205,20160217,73040
F-1025-2018,"Mrs. Gerry's Deviled Egg Potato Salad, Packaged into the following size containers:    1.  Net Wt. 3 lb. (1.36 kg) UPC 17839-09003,     2.  Net Wt. 5 lb. (2.26 kg), UPC 17839-09005.    3.  Net Wt. 12 lb. (5.45 kg), UPC 17839-09012  Keep Refrigerated.  Manufactured by Mrs. Gerry's, Albert Lea, MN  56007",Firm is recalling various Egg Salads and Potato Salads because they may contain undeclared traces of imitation crab meat,"Mrs Gerry's Kitchen, Inc",Class II,Terminated,Voluntary: Firm initiated,"IA, IL, KS, MI, MN, MO, MT, ND, NE, SD, UT, WI",Use by:  4/23/18,Food,Albert Lea,MN,United States,20180325,20180416,20180425,79633
F-1218-2024,California Wine Wafer - Mocha Chocolate and Original Wine Wafer - Mocha Chocolate [Two sizes: retail package of 8 wafers (7 oz) and retail gift package of 2 wafers (2 oz)],Undeclared allergen (milk),Sacramento Cookie Factory,Class II,Ongoing,Voluntary: Firm initiated,"U.S. Distribution to the following states: CA, AK, IA, NY, TX, FL, WA, NJ, WA, VA, GA, TN, AZ, AL, NC. For foreign or government distribution.",All best by dates up to 4/2/2025 (shelf life is 1 year from manufacture date). Firm does not apply lot codes.,Food,Sacramento,CA,United States,20240417,20240506,20240515,94390
F-0577-2015,"Kerry 52-0189-02 All Purpose Beef & Chicken Meatball Seasoning, Net WT 43.42 lbs (19.69 Kg) , B18517.01.","Kerry Ingredients is recalling two products, Italian Pork and Beef Meatball Seasoning, and Beef and Chicken Meatball Seasoning, because they were processed on the same equipment as Breakfast Sausage Seasoning which tested positive for Salmonella.  Kerry determined that the source of the Salmonella was an ingredient used in the Breakfast Sausage Seasoning.",Kerry Foods,Class II,Terminated,Voluntary: Firm initiated,"IL, WI, KY, PA, AR, KS.    CANADA",lot 0505460104,Food,Beloit,WI,United States,20140512,20141126,20141203,68307
F-1634-2014,"Valued Naturals Natural Coconut Net wt. 8oz (216.80g) Imported by Philippines   International Foodsource LLC 52 Richboynton Rd, Dover, NJ 07801    Packaged in 8 oz bag 12 per case.",NYSDAM Laboratory Analysis Reports has determined that Valued Naturals Natural Coconut contains 28.1 ppm sulfites.,"International Foodsource, LLC",Class III,Terminated,Voluntary: Firm initiated,Nationwide,"UPC  7-90429-22603-6  Retail Lots -  62289, 62752, 63046, 63374, 63541, 63614, 63800    UPC 7-90429-22603-6  12x6x6 (5# boxes) - 63059",Food,Dover,NJ,United States,20131217,20140312,20140319,67476
F-1427-2024,Cream Cheese Stuffed Plain Mini Bagels,Contains undeclared gluten,FEEL GOOD FOODS INC,Class II,Terminated,Voluntary: Firm initiated,nationwide,Best By Dates ranging from 5/29/24 to 9/17/25 UPC:89903900283,Food,New York,NY,United States,20240410,20240627,20240703,94392
F-1859-2013,Butter (salted).  8oz round clear plastic tub and 5 gallon pail.  UPC Code 7 93573 09802 3.,Elevated coliform and standard plate count.,Contoocook Creamery,Class II,Terminated,Voluntary: Firm initiated,NH only.  No foreign distribution.,N/A,Food,Contoocook,NH,United States,20130517,20130905,20130911,65325
F-3244-2015,"FRESH ORIGINS Microgreens Celery NET WT 4 OZ San Marcos, CA 92069 packed in clear plastic clam shell.",Tested positive for Salmonella,"Hardies Fruit & Vegetable Co., LP",Class I,Terminated,Voluntary: Firm initiated,"Dallas, TX",1899,Food,Dallas,TX,United States,20150825,20150922,20150930,72041
F-1218-2018,Ben & Jerry's Non Diary Coconut 7 layer 16 fl oz    UPC: 768406744668    Target item number: 288-7-2060,Shipping container from CA to HI was not held at proper temperature which could cause food items to be contaminated with spoilage organisms or pathogens,Target Corporation,Class II,Terminated,Voluntary: Firm initiated,HI,"All product purchased at  Target store T2780, Honolulu, HI from March 23 through March 27, 2018.",Food,Minneapolis,MN,United States,20180327,20180503,20180509,79663
F-0237-2024,"Quick & Fresh, Tuna Salad Croissant, Net . Wt. 8 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .","FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",Class I,Terminated,Voluntary: Firm initiated,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",UPC Code : 813141021694,Food,Baltimore,MD,United States,20230203,20231017,20230322,91653
F-1046-2019,"CTFO Pain Relief Oral Spray with pure CBD Hemp Oil isolate Dietary Supplement, 1oz/30ml.","Recalling firm's consignee conducted third party micro testing showing microbial contamination in specific lots of the following products: CTFO Sleep Support Oral Spray (Aspergillus), CTFO Pain Relief Oral Spray (total aerobic bacteria), and CTFO Weight Loss Oral Spray (Enterobacteriaceae).","Nutrafuels, Inc.",Class II,Terminated,Voluntary: Firm initiated,US Domestic Consignees only.,Lot 8180141  Exp: 7/20,Food,Coconut Creek,FL,United States,20190111,20190220,20190227,81988
F-1239-2013,"Rye bread with the following brands:    Village Hearth , Rye Cottage Bread, NET WT 24 OZ ( 1 LB 8OZ) (680g) , East Coast Caraway Rye, NET WT 20 OZ (1 LB 4 OZ (567g) , PAN-O-GOLD VILLAGE HEARTH BAKER ST, ST. CLOUD, MN 56302.    	Cub Foods, Deli Rye, NET WT 16 OZ (1 LB) 454 g, Distributed by SUPERVALU INC., Eden prairie, MN 55344.    	Essential Everyday, Deli Rye Bread, NET WT 16 OZ (1 LB) 454 g Distributed by Supervalu Inc., Eden Prairie, MN 55344,                          Flvorite, Deli Rye, NET WT 16 OZ (1 lb) 454 g, Distributed by SUPERVALU INC., Eden prairie, MN 55344.    	Family Choice, Northern Rye Bread, NET WT 16OZ (1 LB) (454G), Seeded Bye Bread, NET WT 20 OZ (1 LB 4 OZ) (567g),  Unseeded Rye Bread, NET WT 20 OZ (1 LB 4 OZ) (567g), PAN-O-GOLD VILLAGE HEARTH BAKER ST, ST. CLOUD, MN 56302.    	Piggly Wiggly, Rye, Seeded Caraway Rye, NET WT 20 OZ (1LB 4 OZ) 568g., distributed by Piggly Wiggly LLC, Keene, NH 03431.    	Food  Club, Rye, NET WT 16 OZ (1 LB) 454g., Distributed by Topco Associates LLC, 7711 Gross Point Road, Skokie, ILL 60077.    	Shurfresh, Rye, Seeded Rye, Unseeded Rye, NET WT 16 OZ (1LB) 454g & 20 OZ (1LB 4 OZ) 567g., Distributed by Topco Associates LLC, 7711 Gross Point Road, Skokie, ILL 60077.",A recall has been initiated by Pan-O-Gold Baking Co. after they were notified by Dakota Specialty Milling of a potential foreign material (stainless steel wire from disintegrated sifter screen) risk to the rye flour Pan O Gold uses as an ingredient in all of their rye breads.,Pan -O- Gold Baking Co,Class II,Terminated,Voluntary: Firm initiated,"IL, IN, IA, MN, MT, NE, ND, SD, WI.","Feb 12 P1..., Feb 12 P3..., Feb 13 P1..., Feb 13 P3..., Feb 14 P1...,   Feb 14 P3..., Feb 15 P1..., Feb 15 P3...,Feb 16 P1..., Feb 16 P3...,Feb 17 P1...,   Feb 17 P3..., Feb 18 P1..., Feb 18 P3..., Feb 19 P1...,Feb 19 P3...",Food,Saint Cloud,MN,United States,20130206,20130319,20130327,64617
F-1900-2017,"Good Plenty Brand Supreme Abalone Noodles, 21.2 oz. box.  Each box contains Retort pouch of Noodles and Abalone.  These two pouches are packed together in the box; 10 boxes per case.","During an FDA foreign inspection, it was discovered that Wheat was not properly declared on the product labeling. Wheat is an ingredient in the noodles contained in the product. Wheat is listed in the Contains statement.",Lian Hwa Foods (USA) Inc.,Class III,Terminated,Voluntary: Firm initiated,CA only,"Noodle Pack: serial numbers :1-238, expiration date:23/Dec./2017  Abalone Pack: serial numbers : 1-217, expiration date:23/Dec./2017",Food,Union City,CA,United States,20170214,20170407,20170419,76705
F-2397-2015,"RN BlueChip: Glutamine, L-Glutamine Powder, 400 grams, Distributed by Reaction Nutrition, Carnegie, PA",Work out support nutritional supplements manufactured on shared equipment may contain unknown amounts of whey protein and soy.,Reaction Nutrition LLC,Class II,Terminated,Voluntary: Firm initiated,nationwide to retailers and consumers,"lot PB0042115, UPC 0019962168536",Food,Carnegie,PA,United States,20150415,20150605,20150617,71095
H-0255-2025,"C Sweet Sweet Kaak 12 oz.,  UPC 721782348912",Undeclared wheat,C SWEET PASTRY LLC,Class II,Terminated,Voluntary: Firm initiated,MI,Sell by 7/15/2025,Food,Dearborn,MI,United States,20250625,20250710,20250716,97156
F-1343-2013,"Assorted Non-Pareil Seeds; Ozone Confectioners, Elmwood Park, New Jersey 07407.  Non-Pareil Seeds, 10 LBS. Net","Undeclared FD&C Colors Yellow #5, Yellow #6, Red #3, Red #40, Blue #1 and Blue #2.",Ozone Confection & Bakers Supply Co.,Class II,Terminated,Voluntary: Firm initiated,"Florida, New Jersey, Pennsylvania, Massachusets and New Hampshire and Maryland.",distributed between 8/2012 and 3/1/2013.,Food,Elmwood Park,NJ,United States,20130307,20130424,20130501,64605
F-2176-2015,Inked Mango Energy Drink,May contain a trace amount of Tree Nuts (walnut) which is not listed in the ingredient list,Cott Beverages Inc.,Class II,Terminated,Voluntary: Firm initiated,"US, Canada and Panama.","UPC(473 ml): 0-61500-12211-1,   UPC(12 x 473 ml): 0-61500-12212-8;   ALL LOT CODE DATES",Food,Tampa,FL,United States,20150224,20150506,20150513,70611
F-1492-2024,"Sweet Preserved Dried Plums; Farmer's Grange; Series Food; 88g; Plastic synthetic (flexible) package; INGREDIENTS: Plum, Salt, Sugar, ADDITIVES: Clove, Cinnamon, Liquorice, Citric acid, Red #40.; Product contains sulfite; PRODUCT OF CHINA (T.F.C).",Product contains undeclared cyclamates.,Tiffany Food Corp.,Class III,Terminated,Voluntary: Firm initiated,"NY, TX, AZ, NJ, TN",Expiration: 11-06-2024,Food,Brooklyn,NY,United States,20240418,20240723,20240731,94889
