status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info
Terminated,Beloit,WI,United States,Class II,Food,83498,"Kerry, Inc",3400 Millington Rd,N/A,53511-9554,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to manufacturers and food service distributors in the following US states: AL, AR, CA FL, GA, MO, OH, OK, TX, and WI.",F-1998-2019,"Breader, Item Number 30753150.49, Net Wt. 50 lb, Distributed by Kerry Ingredients & Flavours, Beloit, WI","4,500 bags",Product contains foreign material (nylon string),20190729,20190813,20200206,20190821,"0617987101, 0620987105, 0624987102, 0624987103, 715987105, 718987105, and 0722987135",
Terminated,Milwaukee,WI,United States,Class I,Food,66819,"Garden-Fresh Foods, Inc.",726 S 12th St.,N/A,53204-1211,Voluntary: Firm initiated,Press Release,"IL, IN, MI, MN, MO, OH, PA, WI.",F-1039-2014,"Garden-Fresh,	Seafood Salad Rouille,	1/5 lb.,		0 11596 55187 6,	12/6/2013;","919,616.31 total pounds, for all products","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",20131107,20131218,20151029,20131225,"0 11596 55187 6, 12/6/2013;  ;",
Terminated,Hacienda Heights,CA,United States,Class III,Food,65733,Healthmaxx Global Inc.,16231 Elza Dr.,N/A,91745,Voluntary: Firm initiated,Letter,"CA, MD, and NY",F-1938-2013,"MAX Brand RESVERATROL, 120 Count Capsules.    Product labeling reads in part:""MAX RESVERATROL***Dietary Supplement 120 CAPSULES***Manufactured in FDA Approved Facility for:HealthMax Products Inc. Altadena, CA 91001***0 65176 30325 6"".","2,659 bottles","In response to a FDA inspection, the firm initiated this voluntary recall of various dietary supplements due to the following problems of mislabeling: 1) product named on the label is not actual product contained; 2)ingredients listed are not actual ingredients contained.",20130610,20130924,20141114,20131002,Lot # A0830  UPC 0 65176 30325 6,
Terminated,Buffalo,NY,United States,Class I,Food,76657,"Landies Candies, Inc.","2495 Main Street, Suite 350",N/A,14214-2154,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",New York region through Wegman's Stores,F-1985-2017,"Wegmans Milk Chocolate Sucker, NET WT 3 OZ.  The product is shipped within a carton labeled with an orange label as  WEGMANS SWISS RECIPE Milk Chocolate Big Ear Bunny Sucker (3 oz 36 count case).  The individual product contains a lavender label and read Wegmans Milk Chocolate Sucker,  comes in a 3-oz., clear plastic flow wrap 6  long by 2  wide.",72 units,Contains Undeclared Peanuts,20170306,20170418,20180709,20170426,Lot #35016  Best by 9-15-2017,
Terminated,Beaverton,OR,United States,Class I,Food,66563,"Reser's Fine Foods, Inc.",15570 SW Jenkins Road,N/A,97006,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distribution was made to AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, VA, WI, WV AND WY.   Distribution was also made to Canada.",F-1229-2014,"Stonemill Tabouli Salad, Formula VE.105 packaged in  2/5-lb (UPC 071117114966) carton cases.  Reser's Fine Foods, Inc., Beaverton, OR.",N/A,The recalled products are potentially contaminated with Listeria monocytogenes.,20131022,20131224,20170124,20140101,Use by dates 10/16/13 - 11/15/13.,
Terminated,Saint Cloud,MN,United States,Class I,Food,83950,"Coborn's, Inc",1921 Coborn Blvd,,56301,Voluntary: Firm initiated,E-Mail,"MN, ND, SD, WI",F-0095-2020,"Chicken Salad Croissant Sandwich, UPC 2 07275-XXXXX.  Keep Refrigerated.",quantity of finished product not tracked,Chicken Salad sandwiches have the potential to be contaminated with Listeria monocytogenes.,20191001,20191030,20191204,20191030,"Use by Dates on or before 0ct 3, 2019",
Terminated,Pleasanton,CA,United States,Class II,Food,73040,"Albertsons Companies, Inc.",5918 Stoneridge Mall Rd,N/A,94588-3229,Voluntary: Firm initiated,E-Mail,"CA, HI, NV",F-0554-2016,"Pantry Essentials Hot Dog Buns;  8 buns; NET WT 12 oz 340 g  UPC 0 21130 27084 2;  Distributed for: Lucerne Foods Inc.  Pleasanton, CA 94566    Contains: Wheat  May Contain eggs, milk.",1393 x 12 oz. packages,Cloth material that is part of the production equipment may be in the product.,20160110,20160205,20160209,20160217,Sell by 1/25/16,
Terminated,Albert Lea,MN,United States,Class II,Food,79633,"Mrs Gerry's Kitchen, Inc",2110 Yh Hanson Ave,,56007-3406,Voluntary: Firm initiated,E-Mail,"IA, IL, KS, MI, MN, MO, MT, ND, NE, SD, UT, WI",F-1025-2018,"Mrs. Gerry's Deviled Egg Potato Salad, Packaged into the following size containers:    1.  Net Wt. 3 lb. (1.36 kg) UPC 17839-09003,     2.  Net Wt. 5 lb. (2.26 kg), UPC 17839-09005.    3.  Net Wt. 12 lb. (5.45 kg), UPC 17839-09012  Keep Refrigerated.  Manufactured by Mrs. Gerry's, Albert Lea, MN  56007","11,286 lbs.",Firm is recalling various Egg Salads and Potato Salads because they may contain undeclared traces of imitation crab meat,20180325,20180416,20190621,20180425,Use by:  4/23/18,
Ongoing,Sacramento,CA,United States,Class II,Food,94390,Sacramento Cookie Factory,3428 Auburn Blvd,N/A,95821-1904,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. Distribution to the following states: CA, AK, IA, NY, TX, FL, WA, NJ, WA, VA, GA, TN, AZ, AL, NC. For foreign or government distribution.",F-1218-2024,California Wine Wafer - Mocha Chocolate and Original Wine Wafer - Mocha Chocolate [Two sizes: retail package of 8 wafers (7 oz) and retail gift package of 2 wafers (2 oz)],"Retail package of 8 wafers: 1,169 units; Retail Gift of 2 wafers: 355 units",Undeclared allergen (milk),20240417,20240506,,20240515,All best by dates up to 4/2/2025 (shelf life is 1 year from manufacture date). Firm does not apply lot codes.,
Terminated,Beloit,WI,United States,Class II,Food,68307,Kerry Foods,3400 Millington RD,"Beloit, WI 53511 USA",53511-9554,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, WI, KY, PA, AR, KS.    CANADA",F-0577-2015,"Kerry 52-0189-02 All Purpose Beef & Chicken Meatball Seasoning, Net WT 43.42 lbs (19.69 Kg) , B18517.01.",8727.42 lb.,"Kerry Ingredients is recalling two products, Italian Pork and Beef Meatball Seasoning, and Beef and Chicken Meatball Seasoning, because they were processed on the same equipment as Breakfast Sausage Seasoning which tested positive for Salmonella.  Kerry determined that the source of the Salmonella was an ingredient used in the Breakfast Sausage Seasoning.",20140512,20141126,20170726,20141203,lot 0505460104,
Terminated,Dover,NJ,United States,Class III,Food,67476,"International Foodsource, LLC",52 Richboynton Rd,N/A,07801-2650,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,F-1634-2014,"Valued Naturals Natural Coconut Net wt. 8oz (216.80g) Imported by Philippines   International Foodsource LLC 52 Richboynton Rd, Dover, NJ 07801    Packaged in 8 oz bag 12 per case.","20,569 lbs.",NYSDAM Laboratory Analysis Reports has determined that Valued Naturals Natural Coconut contains 28.1 ppm sulfites.,20131217,20140312,20141031,20140319,"UPC  7-90429-22603-6  Retail Lots -  62289, 62752, 63046, 63374, 63541, 63614, 63800    UPC 7-90429-22603-6  12x6x6 (5# boxes) - 63059",
Terminated,New York,NY,United States,Class II,Food,94392,FEEL GOOD FOODS INC,30 Vandam St Fl 3,,10013-1253,Voluntary: Firm initiated,Other,nationwide,F-1427-2024,Cream Cheese Stuffed Plain Mini Bagels,"Plain Mini Bagels 4,550 cases",Contains undeclared gluten,20240410,20240627,20240701,20240703,Best By Dates ranging from 5/29/24 to 9/17/25 UPC:89903900283,
Terminated,Contoocook,NH,United States,Class II,Food,65325,Contoocook Creamery,945 Penacook Rd,N/A,03229-3030,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",NH only.  No foreign distribution.,F-1859-2013,Butter (salted).  8oz round clear plastic tub and 5 gallon pail.  UPC Code 7 93573 09802 3.,quantity unknown,Elevated coliform and standard plate count.,20130517,20130905,20160414,20130911,N/A,
Terminated,Dallas,TX,United States,Class I,Food,72041,"Hardies Fruit & Vegetable Co., LP",1005 North Cockrell Hill Rd,N/A,75211,Voluntary: Firm initiated,Telephone,"Dallas, TX",F-3244-2015,"FRESH ORIGINS Microgreens Celery NET WT 4 OZ San Marcos, CA 92069 packed in clear plastic clam shell.",1 box,Tested positive for Salmonella,20150825,20150922,20160411,20150930,1899,
Terminated,Minneapolis,MN,United States,Class II,Food,79663,Target Corporation,33 S 6th St,N/A,55402-3601,Voluntary: Firm initiated,Telephone,HI,F-1218-2018,Ben & Jerry's Non Diary Coconut 7 layer 16 fl oz    UPC: 768406744668    Target item number: 288-7-2060,2652 retail units total,Shipping container from CA to HI was not held at proper temperature which could cause food items to be contaminated with spoilage organisms or pathogens,20180327,20180503,20180503,20180509,"All product purchased at  Target store T2780, Honolulu, HI from March 23 through March 27, 2018.",
Terminated,Baltimore,MD,United States,Class I,Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0237-2024,"Quick & Fresh, Tuna Salad Croissant, Net . Wt. 8 Oz. Single Serving, Keep refrigerated",6,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141021694,
Terminated,Coconut Creek,FL,United States,Class II,Food,81988,"Nutrafuels, Inc.",6601 Lyons Rd Ste L6 And L7,,33073-3639,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",US Domestic Consignees only.,F-1046-2019,"CTFO Pain Relief Oral Spray with pure CBD Hemp Oil isolate Dietary Supplement, 1oz/30ml.",840 units,"Recalling firm's consignee conducted third party micro testing showing microbial contamination in specific lots of the following products: CTFO Sleep Support Oral Spray (Aspergillus), CTFO Pain Relief Oral Spray (total aerobic bacteria), and CTFO Weight Loss Oral Spray (Enterobacteriaceae).",20190111,20190220,20190916,20190227,Lot 8180141  Exp: 7/20,
Terminated,Saint Cloud,MN,United States,Class II,Food,64617,Pan -O- Gold Baking Co,444 E Saint Germain St,N/A,56304-0749,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IL, IN, IA, MN, MT, NE, ND, SD, WI.",F-1239-2013,"Rye bread with the following brands:    Village Hearth , Rye Cottage Bread, NET WT 24 OZ ( 1 LB 8OZ) (680g) , East Coast Caraway Rye, NET WT 20 OZ (1 LB 4 OZ (567g) , PAN-O-GOLD VILLAGE HEARTH BAKER ST, ST. CLOUD, MN 56302.    	Cub Foods, Deli Rye, NET WT 16 OZ (1 LB) 454 g, Distributed by SUPERVALU INC., Eden prairie, MN 55344.    	Essential Everyday, Deli Rye Bread, NET WT 16 OZ (1 LB) 454 g Distributed by Supervalu Inc., Eden Prairie, MN 55344,                          Flvorite, Deli Rye, NET WT 16 OZ (1 lb) 454 g, Distributed by SUPERVALU INC., Eden prairie, MN 55344.    	Family Choice, Northern Rye Bread, NET WT 16OZ (1 LB) (454G), Seeded Bye Bread, NET WT 20 OZ (1 LB 4 OZ) (567g),  Unseeded Rye Bread, NET WT 20 OZ (1 LB 4 OZ) (567g), PAN-O-GOLD VILLAGE HEARTH BAKER ST, ST. CLOUD, MN 56302.    	Piggly Wiggly, Rye, Seeded Caraway Rye, NET WT 20 OZ (1LB 4 OZ) 568g., distributed by Piggly Wiggly LLC, Keene, NH 03431.    	Food  Club, Rye, NET WT 16 OZ (1 LB) 454g., Distributed by Topco Associates LLC, 7711 Gross Point Road, Skokie, ILL 60077.    	Shurfresh, Rye, Seeded Rye, Unseeded Rye, NET WT 16 OZ (1LB) 454g & 20 OZ (1LB 4 OZ) 567g., Distributed by Topco Associates LLC, 7711 Gross Point Road, Skokie, ILL 60077.",8274 loaves,A recall has been initiated by Pan-O-Gold Baking Co. after they were notified by Dakota Specialty Milling of a potential foreign material (stainless steel wire from disintegrated sifter screen) risk to the rye flour Pan O Gold uses as an ingredient in all of their rye breads.,20130206,20130319,20130404,20130327,"Feb 12 P1..., Feb 12 P3..., Feb 13 P1..., Feb 13 P3..., Feb 14 P1...,   Feb 14 P3..., Feb 15 P1..., Feb 15 P3...,Feb 16 P1..., Feb 16 P3...,Feb 17 P1...,   Feb 17 P3..., Feb 18 P1..., Feb 18 P3..., Feb 19 P1...,Feb 19 P3...",
Terminated,Union City,CA,United States,Class III,Food,76705,Lian Hwa Foods (USA) Inc.,1500 Atlantic St,N/A,94587-2006,Voluntary: Firm initiated,Letter,CA only,F-1900-2017,"Good Plenty Brand Supreme Abalone Noodles, 21.2 oz. box.  Each box contains Retort pouch of Noodles and Abalone.  These two pouches are packed together in the box; 10 boxes per case.",200 boxes,"During an FDA foreign inspection, it was discovered that Wheat was not properly declared on the product labeling. Wheat is an ingredient in the noodles contained in the product. Wheat is listed in the Contains statement.",20170214,20170407,20170501,20170419,"Noodle Pack: serial numbers :1-238, expiration date:23/Dec./2017  Abalone Pack: serial numbers : 1-217, expiration date:23/Dec./2017",
Terminated,Carnegie,PA,United States,Class II,Food,71095,Reaction Nutrition LLC,230 E Main St,N/A,15106-2700,Voluntary: Firm initiated,Letter,nationwide to retailers and consumers,F-2397-2015,"RN BlueChip: Glutamine, L-Glutamine Powder, 400 grams, Distributed by Reaction Nutrition, Carnegie, PA",366,Work out support nutritional supplements manufactured on shared equipment may contain unknown amounts of whey protein and soy.,20150415,20150605,20181121,20150617,"lot PB0042115, UPC 0019962168536",
Terminated,Dearborn,MI,United States,Class II,Food,97156,C SWEET PASTRY LLC,6235 Schaefer Rd,N/A,48126-2210,Voluntary: Firm initiated,Telephone,MI,H-0255-2025,"C Sweet Sweet Kaak 12 oz.,  UPC 721782348912",20 units,Undeclared wheat,20250625,20250710,20250812,20250716,Sell by 7/15/2025,
Terminated,Elmwood Park,NJ,United States,Class II,Food,64605,Ozone Confection & Bakers Supply Co.,55 Bank St,,07407-1146,Voluntary: Firm initiated,Telephone,"Florida, New Jersey, Pennsylvania, Massachusets and New Hampshire and Maryland.",F-1343-2013,"Assorted Non-Pareil Seeds; Ozone Confectioners, Elmwood Park, New Jersey 07407.  Non-Pareil Seeds, 10 LBS. Net",481 boxes (net wt 10 Lbs.),"Undeclared FD&C Colors Yellow #5, Yellow #6, Red #3, Red #40, Blue #1 and Blue #2.",20130307,20130424,20130701,20130501,distributed between 8/2012 and 3/1/2013.,
Terminated,Tampa,FL,United States,Class II,Food,70611,Cott Beverages Inc.,4506 Acline Dr. E,N/A,33605-5909,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US, Canada and Panama.",F-2176-2015,Inked Mango Energy Drink,"10,022 CS (24/CS)",May contain a trace amount of Tree Nuts (walnut) which is not listed in the ingredient list,20150224,20150506,20180823,20150513,"UPC(473 ml): 0-61500-12211-1,   UPC(12 x 473 ml): 0-61500-12212-8;   ALL LOT CODE DATES",
Terminated,Brooklyn,NY,United States,Class III,Food,94889,Tiffany Food Corp.,2042 Pitkin Ave,,11207-3430,Voluntary: Firm initiated,Letter,"NY, TX, AZ, NJ, TN",F-1492-2024,"Sweet Preserved Dried Plums; Farmer's Grange; Series Food; 88g; Plastic synthetic (flexible) package; INGREDIENTS: Plum, Salt, Sugar, ADDITIVES: Clove, Cinnamon, Liquorice, Citric acid, Red #40.; Product contains sulfite; PRODUCT OF CHINA (T.F.C).",22 cartons,Product contains undeclared cyclamates.,20240418,20240723,20250314,20240731,Expiration: 11-06-2024,
Terminated,Grand Rapids,MI,United States,Class II,Food,79163,"Meijer Distribution, Inc",2929 Walker Ave NW,N/A,49544-6402,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic: Meijer stores in Michigan, Ohio, Indiana, Illinois, Kentucky and Wisconsin    No Foreign or VA/DOD",F-0875-2018,Meijer Greek Yogurt 0% Blueberry 5.3 oz.    The products are packaged in a plastic cup with a foil seal and a label listing the above-mentioned UPCs.,10080,The firm is announcing a voluntary recall of select Meijer branded Greek and Low-fat yogurt as a precautionary measure due to the potential risk of small particles of glass.,20180205,20180301,20180626,20180307,Date code for all products: 3/8/2018    7-60236-12431-3        Meijer Greek Yogurt 0% Blueberry 5.3 oz.,
Terminated,Milwaukee,WI,United States,Class I,Food,66819,"Garden-Fresh Foods, Inc.",726 S 12th St.,N/A,53204-1211,Voluntary: Firm initiated,Press Release,"IL, IN, MI, MN, MO, OH, PA, WI.",F-1020-2014,"Garden-Fresh,	Red Cabbage Shredded,	1/5 lb.,		0 11596 50590,  	Manufactured on 10/28/2013 - 11/6/2013;  Garden-Fresh,	Red Cabbage Shredded	4/5 lb.,		0 11596 50592 3,	10/28/2013 - 11/6/2013;","919,616.31 total pounds, for all products","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",20131107,20131218,20151029,20131225,0 11596 50590   10/28/2013 - 11/6/2013;    0 11596 50592 3 10/28/2013 - 11/6/2013    ;,
Terminated,Wayzata,MN,United States,Class II,Food,92013,"Cargill, Inc         Corporate Headquarters",15407 McGinty Rd W,,55391-2365,Voluntary: Firm initiated,E-Mail,"Nationwide United States, Canada, Chile, Costa Rica, Guatemala, Mexico, and United Kingdom",F-0792-2023,"PROSANTE TVGPTN 12BF7 MNCD 50LB BG/36P, paper bag","39,600 lbs",Products with a gluten free claim may contain gluten levels above 20 ppm.,20230330,20230501,20230608,20230510,100001377-36022CHXEA,
